,Référence Chantier,Code postal arrondissement - Commune,Date début du chantier,Date fin du chantier,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,forme_geo
1683,EC298940,75016,2022-11-21,2023-03-24,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,195.97,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,710728,197603,"{""coordinates"": [[[2.2915649589724745, 48.86854435258854], [2.291520373019622, 48.868549621464986], [2.2915589170386976, 48.86860900598425], [2.2915687083856255, 48.86860055251506], [2.2915778522235324, 48.868592096111904], [2.2915851789244535, 48.86857511303253], [2.291709200797937, 48.86823113162029], [2.291821230707291, 48.8679182846016], [2.2918286381912227, 48.867895346494215], [2.291826305219428, 48.86787703096046], [2.291782293495967, 48.86788783612014], [2.291794330838092, 48.867904082118734], [2.2915649589724745, 48.86854435258854]]], ""type"": ""Polygon""}","48.86825059101433, 2.2916846143590184",autre
1684,EC299028,75013,2022-09-26,2023-03-31,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,55.28,Travaux sur réseau électrique,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,711152,197671,"{""coordinates"": [[[2.3830057142202294, 48.82575447133699], [2.383040245419401, 48.82575055104631], [2.382993344123709, 48.82557589900741], [2.38295260221847, 48.82558024322105], [2.3830057142202294, 48.82575447133699]]], ""type"": ""Polygon""}","48.825662920526746, 2.382997292270971",pentagone
1685,EC299267,75017,2022-10-03,2023-06-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.39,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,662847,197843,"{""coordinates"": [[[2.2876264339443457, 48.87951777952149], [2.287523620982157, 48.879463207353915], [2.2875145254338385, 48.8794720323957], [2.28761596658579, 48.879525913809296], [2.2876264339443457, 48.87951777952149]]], ""type"": ""Polygon""}","48.87949473640462, 2.2875701708993788",pentagone
1686,EC299429,75017,2022-10-17,2023-03-24,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.33,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,713796,197961,"{""coordinates"": [[[2.326803336837692, 48.895440577369726], [2.3267931402863304, 48.89542799789154], [2.326632750251722, 48.895481168776165], [2.3266420908058185, 48.895493175083075], [2.326803336837692, 48.895440577369726]]], ""type"": ""Polygon""}","48.89546048888384, 2.326718569855262",pentagone
1687,EC299685,75015,2022-09-19,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,35.66,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,714631,198123,"{""coordinates"": [[[2.306576184000714, 48.83890070263528], [2.306564517295327, 48.838896081493836], [2.306495051794885, 48.83898402118144], [2.306510142436406, 48.83899048430274], [2.306496151824356, 48.8390049747811], [2.306485175825667, 48.839000357636884], [2.306475402853437, 48.83900895291323], [2.306462175644758, 48.839017984142046], [2.306438987620402, 48.839049726061425], [2.3064364698075264, 48.83908340904881], [2.3064464535018443, 48.83911078978703], [2.306472418565788, 48.839129610345424], [2.306521853760715, 48.83914720172186], [2.306528171160279, 48.83913904149072], [2.3065000047004904, 48.839130226261105], [2.306467154040757, 48.83911045472593], [2.306454296410278, 48.83909170926345], [2.306451192239502, 48.83906573455556], [2.306458400296549, 48.83904255282147], [2.3064745014313877, 48.83902488631836], [2.306493320316113, 48.83901042293598], [2.306504296305779, 48.839015040978715], [2.3065316352822185, 48.838982412048814], [2.3065116968564476, 48.83897728696817], [2.306576184000714, 48.83890070263528]]], ""type"": ""Polygon""}","48.83903069474892, 2.3064909482680567",autre
1688,EC299966,75009,2022-10-03,2023-04-14,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,25.0,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,715542,198335,"{""coordinates"": [[[2.331543275873309, 48.876103816708586], [2.331241119595081, 48.8760600086126], [2.3312260297640672, 48.8760524103478], [2.3312172302644494, 48.876038700252984], [2.3312050837856155, 48.87604386923429], [2.3312258543627538, 48.87606607030215], [2.3315403997809594, 48.87611267980526], [2.331543275873309, 48.876103816708586]]], ""type"": ""Polygon""}","48.87608227058989, 2.331371028478517",octogone
1689,EC300010,75016,2022-10-31,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,55.82,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,715588,198355,"{""coordinates"": [[[2.2987482424974286, 48.86708351313242], [2.2987377364705357, 48.867094835521605], [2.2989516331558733, 48.86720309927929], [2.2989984485836397, 48.867212025209916], [2.2990712491349394, 48.86718786161209], [2.2990971911476397, 48.867106503847474], [2.299083418968219, 48.86710414604609], [2.2990639323151765, 48.86716732802275], [2.2989621085275576, 48.86719405294217], [2.2987482424974286, 48.86708351313242]]], ""type"": ""Polygon""}","48.86716027774051, 2.298943632074199",décagone
1690,EC300031,75003,2022-10-31,2023-05-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,2.92,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,709316,198375,"{""coordinates"": [[[2.3591092419957667, 48.867382219424655], [2.359147968964093, 48.86737627888881], [2.3591453165056717, 48.86736738548514], [2.3591071102984342, 48.86737321459226], [2.3591092419957667, 48.867382219424655]]], ""type"": ""Polygon""}","48.86737478652397, 2.3591274012525307",pentagone
1691,EC300191,75015,2022-10-03,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,31.66,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,716233,198464,"{""coordinates"": [[[2.308982009010082, 48.833987899610065], [2.309090446053456, 48.833873315385176], [2.309066425168419, 48.833864068668845], [2.3089566215797315, 48.83397773391227], [2.308982009010082, 48.833987899610065]]], ""type"": ""Polygon""}","48.83392638467426, 2.3090232797028873",pentagone
1692,EC300213,75015,2022-09-26,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,25.07,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,716389,198519,"{""coordinates"": [[[2.318952847091058, 48.84302628390311], [2.3191599190448184, 48.84306097833083], [2.319166166325052, 48.84304753509815], [2.318962410004696, 48.843012495313275], [2.318952847091058, 48.84302628390311]]], ""type"": ""Polygon""}","48.843036662412665, 2.319059287216889",pentagone
1693,EC300234,75002,2022-10-18,2023-06-16,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.55,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,716970,198529,"{""coordinates"": [[[2.3516827329419745, 48.86899734947548], [2.3516720745105517, 48.86899410357855], [2.3516214415443613, 48.869096969343616], [2.3516307276129935, 48.86909952431137], [2.3516827329419745, 48.86899734947548]]], ""type"": ""Polygon""}","48.86904570112949, 2.35165238530103",pentagone
1694,EC300391,75018,2022-10-10,2023-04-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,161.69,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,718183,198627,"{""coordinates"": [[[2.3490689298334475, 48.883867506607395], [2.349070446346227, 48.88385658620298], [2.348396187426699, 48.88377641886253], [2.3483558021811217, 48.88380352069003], [2.348446333843216, 48.8839624770201], [2.34904476439431, 48.88403312519262], [2.3490518274596437, 48.88402041290543], [2.348469932769721, 48.88395258781381], [2.348384651325049, 48.88381551647689], [2.3484139790441865, 48.883789265483315], [2.3490689298334475, 48.883867506607395]]], ""type"": ""Polygon""}","48.88389985268277, 2.3486654598039145",hendécagone
1695,EC300545,75010,2022-11-21,2024-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,168.56,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,705263,196868,"{""coordinates"": [[[2.3540882200826734, 48.88150448749039], [2.354111683145573, 48.88149152251633], [2.3534995584320257, 48.88110765410713], [2.353466525107119, 48.88112682842647], [2.3540882200826734, 48.88150448749039]]], ""type"": ""Polygon""}","48.881296147200906, 2.3537729082206194",pentagone
1696,EC300961,75005,2023-01-09,2023-06-09,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,6.87,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,719816,198972,"{""coordinates"": [[[2.3464245038950056, 48.84842797875784], [2.3464316933590914, 48.8484323439454], [2.3465252717438965, 48.84837046930945], [2.3465180794273945, 48.84836633164938], [2.3464245038950056, 48.84842797875784]]], ""type"": ""Polygon""}","48.84839941068339, 2.3464746927125755",pentagone
1697,EC301080,75018,2022-10-17,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,27.76,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,675759,193078,"{""coordinates"": [[[2.3481835175717976, 48.89172617517186], [2.3481867748287755, 48.891735078212456], [2.3485300379987755, 48.891671789355236], [2.34852397870021, 48.89166250145761], [2.3481835175717976, 48.89172617517186]]], ""type"": ""Polygon""}","48.89169841057561, 2.348358668918684",pentagone
1698,EC301293,75019,2022-10-24,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.05,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,721128,199165,"{""coordinates"": [[[2.3844877682106627, 48.892888405431634], [2.3845343511068426, 48.892861779512586], [2.384524839262852, 48.89284852592893], [2.38447203618749, 48.89287557492741], [2.3844877682106627, 48.892888405431634]]], ""type"": ""Polygon""}","48.89286880689725, 2.3845040442513135",pentagone
1699,EC301800,75013,2022-10-17,2023-04-29,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,56.12,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,722907,199549,"{""coordinates"": [[[2.342648654010686, 48.82803234415705], [2.3426332906106127, 48.827992642236744], [2.3425773079888756, 48.82800189666036], [2.342511868814063, 48.82783122582943], [2.3425568170180555, 48.82782190987698], [2.3425515059341353, 48.827805486867476], [2.3424837297385754, 48.82782014191677], [2.3425584916019657, 48.828017276864045], [2.3426165547581435, 48.82800712191926], [2.3426292919661535, 48.82803633618304], [2.342648654010686, 48.82803234415705]]], ""type"": ""Polygon""}","48.82792343101857, 2.3425488736564453",hendécagone
1700,EC302062,75002,2022-11-07,2023-04-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,21.95,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,724113,199681,"{""coordinates"": [[[2.34784046732582, 48.86730628232514], [2.348008615872617, 48.86727259170913], [2.348001195640688, 48.867258890268836], [2.347828911675902, 48.867292103273485], [2.34784046732582, 48.86730628232514]]], ""type"": ""Polygon""}","48.867282671544096, 2.3479186239648904",pentagone
1701,EC302120,75015,2022-10-31,2023-05-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,28.16,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,724235,199737,"{""coordinates"": [[[2.2845308123856185, 48.839432401911665], [2.2845171719355695, 48.83942102691453], [2.2843417734961786, 48.83953400451203], [2.284357095612227, 48.83954356746197], [2.2845308123856185, 48.839432401911665]]], ""type"": ""Polygon""}","48.8394823930843, 2.2844372369819426",pentagone
1702,EC302379,75016,2022-10-24,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,36.46,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,724964,199899,"{""coordinates"": [[[2.2555278258971936, 48.84256598199159], [2.2557895865768547, 48.842541954321106], [2.255781448959464, 48.84252479943533], [2.2555120223014207, 48.84255179767285], [2.2555278258971936, 48.84256598199159]]], ""type"": ""Polygon""}","48.84254580543551, 2.2556556261195184",pentagone
1703,EC302706,75001,2022-11-01,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,24.27,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,ZONE_LIVRAISON,718189,198624,"{""coordinates"": [[[2.3376214688587695, 48.86286657258968], [2.3375767332143114, 48.86278071609281], [2.337544061631788, 48.86278818509759], [2.3375893955650624, 48.86287040166131], [2.3376214688587695, 48.86286657258968]]], ""type"": ""Polygon""}","48.86282594650362, 2.337582748384952",pentagone
1704,EC303377,75001,2022-10-19,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.78,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,728516,200554,"{""coordinates"": [[[2.3432551289561383, 48.863615912708916], [2.343364221859961, 48.863585090851736], [2.343358803568904, 48.86357686448074], [2.3432497149102676, 48.8636074588218], [2.3432551289561383, 48.863615912708916]]], ""type"": ""Polygon""}","48.863596391244414, 2.343306759288009",pentagone
1705,EC303433,75011,2022-10-24,2024-06-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,106.09,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,681595,193865,"{""coordinates"": [[[2.3899332954901267, 48.85479136714073], [2.3900953832100593, 48.854295661723526], [2.390078357805175, 48.85426799278855], [2.3899091411258704, 48.854788346285794], [2.3899332954901267, 48.85479136714073]]], ""type"": ""Polygon""}","48.854534279338644, 2.390004452746126",pentagone
1706,EC324538,75013,2023-03-06,2023-04-03,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,1.02,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,812854,213999,"{""coordinates"": [[[2.3461395903167364, 48.83521240340017], [2.3461512640503965, 48.83521656563956], [2.346159285133541, 48.835209551238606], [2.346147276809232, 48.83520447611014], [2.3461395903167364, 48.83521240340017]]], ""type"": ""Polygon""}","48.835210672251065, 2.34614933152552",pentagone
1707,EC324611,75018,2023-03-14,2023-04-07,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,29.56,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,812876,214019,"{""coordinates"": [[[2.33966704209048, 48.886076149241966], [2.3396534233676842, 48.8860610472555], [2.3394683796070512, 48.88611512481476], [2.339479908275294, 48.88613158137143], [2.33966704209048, 48.886076149241966]]], ""type"": ""Polygon""}","48.88609616706081, 2.3395666139952604",pentagone
1708,EC324626,75009,2023-03-22,2023-10-11,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,331.96,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR","STATIONNEMENT_PAYANT,ZONE_LIVRAISON",812913,214050,"{""coordinates"": [[[2.3378529766103013, 48.87376304355975], [2.3378999969657497, 48.87375692823633], [2.337923876873768, 48.87372472999526], [2.337829238741683, 48.873463947781985], [2.3377887315157313, 48.87346008766976], [2.337754860107356, 48.8733679563734], [2.337763094311736, 48.87333969163847], [2.3377155081038574, 48.87321138137785], [2.337691707029225, 48.873199325352616], [2.337644688515978, 48.87320544060481], [2.3378529766103013, 48.87376304355975]]], ""type"": ""Polygon""}","48.87349735443074, 2.3377916713232345",hendécagone
1709,EC324654,75013,2023-02-13,2023-08-31,Ville de Paris (Tvx sur espace ou édifice public),Direction de la Voirie et des Déplacements,66.23,Aménagement de voirie (VdP*),EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,812945,214072,"{""coordinates"": [[[2.3615122836340507, 48.82837442856426], [2.361539002590542, 48.82838514243895], [2.361807860078783, 48.82816646667565], [2.361787104267865, 48.828155687548914], [2.3615122836340507, 48.82837442856426]]], ""type"": ""Polygon""}","48.8282733140932, 2.361657954536",pentagone
1710,EC324656,75017,2023-03-06,2023-06-02,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,17.22,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,812557,213765,"{""coordinates"": [[[2.303855477139601, 48.88105275548878], [2.3038365986714693, 48.88104467669748], [2.3037517665575056, 48.881115446756304], [2.3037723620594694, 48.881124219041], [2.303855477139601, 48.88105275548878]]], ""type"": ""Polygon""}","48.88108478049874, 2.3038034527135",pentagone
1711,EC324819,75001,2023-03-13,2023-04-17,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.11,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,805566,211080,"{""coordinates"": [[[2.340831685125814, 48.865156928919546], [2.3408084100799686, 48.865163540420156], [2.3408647970868817, 48.86524563383794], [2.3408864215829808, 48.86523846733429], [2.340831685125814, 48.865156928919546]]], ""type"": ""Polygon""}","48.86520082869267, 2.3408475910010496",pentagone
1712,EC324852,75012,2023-03-06,2023-03-27,Opérateurs de réseau (gaz-électricité-RATP-etc),EAU DE PARIS,48.09,Travaux sur réseau d'eau,EMPRISE_CHAUSSEE,,813113,214194,"{""coordinates"": [[[2.3830358954595012, 48.84296802482277], [2.3828178947181957, 48.84307391239971], [2.3828412815642874, 48.84308959196851], [2.3830598604233337, 48.84298332780217], [2.3830358954595012, 48.84296802482277]]], ""type"": ""Polygon""}","48.84302874948566, 2.3829386745677605",pentagone
1713,EC324893,75014,2023-03-20,2023-06-09,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,16.47,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,813137,214215,"{""coordinates"": [[[2.3135059815960672, 48.824741233584575], [2.313527185702791, 48.82475456091232], [2.3136321938881674, 48.82474104698461], [2.3136393354683586, 48.82472241773335], [2.3135059815960672, 48.824741233584575]]], ""type"": ""Polygon""}","48.82473937541571, 2.3135768866429673",pentagone
